atlasId,atlasName,cohortId,name
101,dose1_AZ,101,dose1_AZ
102,dose1_pfizer,102,dose1_pfizer
103,dose1_moderna,103,dose1_moderna
104,dose1_janssen,104,dose1_janssen
201,dose2_AZ,201,dose2_AZ
202,dose2_pfizer,202,dose2_pfizer
203,dose2_moderna,203,dose2_moderna
301,all stroke,301,all stroke
302,CVST,302,CVST
303,DVT narrow,303,DVT narrow
304,intest infarc,304,intest infarc
305,isc stroke,305,isc stroke
306,MI isc stroke,306,MI isc stroke
307,MI,307,MI
308,PE,308,PE
309,SVT,309,SVT
310,thrombocyt,310,thrombocyt
311,VTE narrow,311,VTE narrow
401,TTS_ATE,401,TTS_ATE
402,TTS_CVST,402,TTS_CVST
403,TTS_DVT,403,TTS_DVT
404,TTS_isc stroke,404,TTS_isc stroke
405,TTS_MI,405,TTS_MI
406,TTS_PE,406,TTS_PE
407,TTS_SVT,407,TTS_SVT
408,TTS_VTE,408,TTS_VTE
501,death,501,death
